TransactionID,Amount,TransactionType,AccountAge,CustomerLocation,DeviceType,TimeOfTransaction,DayOfWeek,TransactionSpeed,NumberOfLogins,CardType,MerchantCategory,Country,IsWeekend,Fraud
1024,4855.32,Online,12,Suburban,Tablet,22,Friday,26.38741618726355,8,Credit,Entertainment,UK,1,0
1025,4721.39,ATM,63,Urban,Tablet,14,Monday,16.320638251210063,5,Debit,Entertainment,USA,0,0
1026,2371.6,POS,77,Rural,Tablet,0,Monday,9.71635118744541,1,Prepaid,Entertainment,Germany,1,0
1027,4310.35,Online,92,Urban,Mobile,18,Monday,18.743208233186465,6,Debit,Others,UK,1,0
1028,4222.9,ATM,1,Rural,Desktop,14,Friday,30.570131328494984,7,Debit,Entertainment,Germany,0,0
1029,1596.18,ATM,51,Rural,Mobile,8,Tuesday,3.5941630098596202,1,Prepaid,Groceries,Australia,1,0
1030,4144.75,POS,70,Urban,Desktop,4,Thursday,9.309267312178962,3,Debit,Entertainment,Germany,1,0
1031,186.0,POS,8,Urban,Mobile,15,Sunday,56.86467029144881,9,Prepaid,Others,UK,0,0
1032,2981.75,POS,68,Rural,Mobile,12,Saturday,32.61703552677721,7,Credit,Entertainment,UK,1,0
1033,1150.81,POS,5,Rural,Tablet,15,Sunday,3.9006132892362686,4,Credit,Groceries,Canada,0,0
1034,603.71,BankTransfer,89,Rural,Tablet,21,Monday,41.61595675029742,6,Credit,Groceries,Germany,0,0
1035,385.69,POS,86,Suburban,Mobile,10,Sunday,3.8019919177341803,6,Prepaid,Entertainment,Australia,1,0
1036,3481.75,BankTransfer,92,Rural,Desktop,12,Thursday,44.35856620007774,3,Debit,Electronics,Canada,0,0
1037,1700.03,Online,39,Urban,Desktop,5,Thursday,45.02276703102961,2,Credit,Electronics,Canada,1,0
1038,3624.11,ATM,23,Urban,Tablet,19,Monday,39.09963064738024,5,Credit,Clothing,Australia,1,0
1039,327.72,BankTransfer,68,Urban,Tablet,16,Monday,43.95905222269905,8,Debit,Groceries,Canada,0,0
1040,1577.14,Online,52,Rural,Desktop,4,Saturday,5.369150282682158,3,Credit,Electronics,Australia,1,0
1041,2697.92,Online,4,Rural,Desktop,16,Thursday,43.63415508608053,5,Credit,Clothing,USA,0,0
1042,3953.83,BankTransfer,47,Suburban,Desktop,0,Tuesday,8.287630351460589,3,Prepaid,Electronics,Canada,1,0
1043,1594.44,Online,21,Suburban,Tablet,4,Thursday,20.436403845583445,7,Debit,Entertainment,UK,0,0
1044,3129.83,Online,101,Urban,Desktop,4,Tuesday,56.57044068468791,6,Prepaid,Groceries,USA,0,0
1045,4430.0,BankTransfer,56,Suburban,Tablet,6,Sunday,30.22224111178249,6,Credit,Electronics,Canada,0,0
1046,3079.7,Online,105,Suburban,Mobile,15,Wednesday,58.04884328177253,1,Credit,Entertainment,Australia,0,0
1047,1165.56,POS,66,Urban,Mobile,17,Tuesday,5.426455287315579,2,Debit,Clothing,USA,0,0
1048,122.98,POS,59,Rural,Mobile,5,Saturday,28.705640313834486,6,Credit,Entertainment,USA,0,0
1049,4350.62,ATM,7,Suburban,Desktop,1,Friday,3.8378989845845517,8,Prepaid,Clothing,UK,0,0
1050,107.33,Online,49,Rural,Tablet,12,Sunday,37.84959471771716,5,Prepaid,Electronics,Canada,0,0
1051,4373.63,ATM,16,Urban,Desktop,9,Monday,4.814549381974131,2,Debit,Others,Canada,1,0
1052,2645.16,POS,17,Urban,Tablet,20,Wednesday,10.604531372168601,5,Debit,Entertainment,Australia,1,0
1053,4695.4,POS,84,Suburban,Desktop,19,Thursday,15.6039355731499,9,Credit,Others,USA,1,0
1054,3994.12,POS,87,Urban,Mobile,10,Tuesday,44.949756714702545,6,Debit,Groceries,UK,1,0
1055,4989.67,Online,98,Urban,Tablet,20,Wednesday,9.921330917202678,5,Debit,Others,Australia,1,1
1056,1754.21,Online,75,Urban,Desktop,1,Sunday,50.813259992254764,6,Credit,Groceries,Australia,1,0
1057,3836.17,POS,34,Suburban,Tablet,7,Friday,8.001045935964973,9,Credit,Electronics,UK,1,0
1058,2010.25,ATM,33,Suburban,Tablet,23,Tuesday,2.2111424993023645,7,Prepaid,Electronics,Canada,1,0
1059,2399.9,ATM,26,Suburban,Desktop,21,Saturday,23.763220596283105,3,Prepaid,Entertainment,UK,0,0
1060,3137.9,BankTransfer,66,Urban,Desktop,18,Thursday,58.76855435408058,5,Debit,Others,Canada,1,1
1061,4368.51,POS,63,Rural,Tablet,19,Thursday,6.709499444547755,4,Credit,Groceries,Germany,1,0
1062,4920.43,ATM,87,Urban,Tablet,16,Tuesday,6.192934797973779,5,Debit,Groceries,USA,1,0
1063,3841.6,POS,41,Suburban,Mobile,15,Friday,45.094873996657874,8,Prepaid,Others,UK,1,0
1064,2089.42,ATM,86,Rural,Tablet,9,Monday,18.798485470214562,6,Debit,Electronics,Australia,0,0
1065,2107.36,BankTransfer,58,Rural,Mobile,4,Monday,43.06516887182045,4,Prepaid,Electronics,Canada,0,0
1066,3688.17,BankTransfer,98,Suburban,Mobile,13,Thursday,12.080634307657466,5,Prepaid,Groceries,USA,1,0
1067,1194.65,POS,79,Rural,Mobile,23,Sunday,27.65831245246996,7,Debit,Entertainment,USA,1,0
1068,553.26,ATM,10,Rural,Tablet,18,Sunday,15.99086367716018,8,Prepaid,Electronics,UK,0,0
1069,1773.76,Online,15,Suburban,Mobile,3,Friday,27.146540071257306,5,Prepaid,Clothing,Australia,0,0
1070,1436.91,BankTransfer,42,Rural,Tablet,19,Thursday,46.1689158458597,2,Credit,Groceries,UK,0,0
1071,1482.24,POS,93,Rural,Tablet,15,Monday,45.74439543461194,6,Debit,Others,Australia,1,0
1072,1168.81,POS,57,Suburban,Desktop,23,Thursday,30.994760031656046,9,Debit,Others,Germany,0,0
1073,211.42,ATM,87,Rural,Tablet,14,Tuesday,55.70947343889095,3,Debit,Groceries,UK,0,0
1074,90.35,POS,17,Rural,Tablet,8,Sunday,15.900667736651611,7,Prepaid,Groceries,Canada,0,0
1075,4938.62,BankTransfer,60,Rural,Mobile,2,Sunday,14.49464993204206,8,Prepaid,Electronics,UK,0,0
1076,2139.44,POS,9,Rural,Tablet,22,Saturday,36.86700343040848,6,Prepaid,Groceries,UK,0,0
1077,1922.25,POS,114,Suburban,Tablet,8,Tuesday,37.31569234958567,3,Debit,Groceries,Germany,0,0
1078,3398.56,Online,36,Urban,Desktop,17,Saturday,2.887748369941942,1,Credit,Clothing,Germany,1,0
1079,1092.05,Online,73,Urban,Desktop,3,Friday,36.50588497197516,3,Debit,Others,UK,1,0
1080,4749.86,BankTransfer,80,Rural,Mobile,18,Monday,22.52872582520596,6,Debit,Electronics,Australia,0,0
1081,3931.94,ATM,36,Suburban,Mobile,23,Friday,44.87180726670149,4,Debit,Entertainment,Germany,0,0
1082,447.97,Online,48,Suburban,Desktop,3,Friday,48.50552930626185,1,Credit,Electronics,Germany,0,0
1083,2088.49,ATM,51,Rural,Desktop,8,Monday,33.17401379086749,6,Debit,Others,Australia,1,0
1084,4395.71,BankTransfer,97,Urban,Tablet,0,Wednesday,0.20213138698567867,1,Credit,Entertainment,USA,1,0
1085,4723.72,Online,119,Rural,Mobile,0,Wednesday,38.21831202898186,8,Credit,Groceries,Germany,1,0
1086,2337.54,ATM,95,Suburban,Mobile,19,Thursday,44.95798865198947,3,Debit,Clothing,Germany,1,0
1087,3067.44,Online,70,Suburban,Tablet,18,Wednesday,15.014097647267702,3,Debit,Clothing,Australia,0,0
1088,836.0,BankTransfer,74,Urban,Tablet,2,Tuesday,27.93229546833325,1,Debit,Others,Australia,1,0
1089,4955.85,BankTransfer,80,Suburban,Mobile,9,Sunday,57.94702474236612,3,Prepaid,Others,UK,0,0
1090,1159.13,Online,68,Suburban,Desktop,11,Saturday,17.9571216483068,7,Credit,Clothing,UK,0,0
1091,4713.72,ATM,118,Suburban,Desktop,17,Sunday,13.466879737400271,8,Debit,Entertainment,USA,0,0
1092,3248.58,POS,22,Urban,Tablet,13,Friday,12.730201949632807,8,Credit,Entertainment,USA,0,0
1093,3039.08,POS,77,Suburban,Mobile,9,Sunday,33.57216997780438,3,Prepaid,Electronics,USA,0,0
1094,2563.93,Online,80,Rural,Tablet,9,Thursday,56.99224736834959,5,Prepaid,Groceries,Canada,0,0
1095,1154.12,ATM,116,Urban,Desktop,17,Friday,36.56053873910125,1,Debit,Entertainment,Australia,0,0
1096,883.46,POS,93,Rural,Desktop,23,Monday,18.269054902235833,9,Credit,Groceries,Germany,0,0
1097,1103.21,BankTransfer,6,Rural,Tablet,0,Sunday,38.3503297062405,8,Prepaid,Others,Australia,1,0
1098,933.0,ATM,26,Urban,Desktop,14,Wednesday,37.528053626107464,2,Prepaid,Entertainment,Australia,0,0
1099,3898.14,POS,75,Rural,Mobile,7,Monday,35.85581563020629,1,Credit,Entertainment,USA,1,0
1100,1751.28,ATM,88,Urban,Tablet,2,Thursday,9.64962979260929,4,Prepaid,Entertainment,Australia,0,0
1101,290.16,Online,93,Rural,Tablet,17,Saturday,38.11055128076515,9,Credit,Electronics,Canada,0,0
1102,4845.54,ATM,3,Urban,Tablet,8,Tuesday,25.86685070561853,8,Debit,Others,Germany,0,0
1103,4419.05,POS,52,Suburban,Desktop,15,Wednesday,1.213664311519699,3,Credit,Clothing,USA,0,0
1104,4638.83,Online,74,Suburban,Mobile,20,Monday,32.43189278013496,6,Debit,Electronics,UK,0,0
1105,4974.54,ATM,60,Rural,Tablet,14,Saturday,59.35707803858322,9,Credit,Electronics,Germany,1,0
1106,870.3,BankTransfer,63,Suburban,Tablet,4,Sunday,21.049401491554615,8,Prepaid,Entertainment,UK,0,0
1107,1981.81,POS,65,Urban,Desktop,12,Wednesday,57.93699717728763,5,Debit,Electronics,UK,1,1
1108,3791.43,Online,52,Rural,Mobile,21,Friday,5.862723925589413,9,Credit,Clothing,Australia,0,0
1109,3480.41,ATM,107,Suburban,Tablet,19,Tuesday,43.973761940451645,9,Debit,Electronics,Germany,1,0
1110,770.33,BankTransfer,90,Suburban,Desktop,6,Sunday,6.9483666803038355,3,Credit,Electronics,Canada,1,1
1111,4079.35,POS,76,Rural,Tablet,15,Saturday,16.486937255960925,8,Credit,Entertainment,Australia,1,0
1112,1122.98,BankTransfer,14,Suburban,Desktop,6,Wednesday,34.29336603579525,4,Debit,Others,UK,0,0
1113,1119.86,ATM,89,Suburban,Mobile,21,Sunday,35.60750366920726,7,Debit,Clothing,Germany,1,0
1114,2685.34,ATM,72,Rural,Desktop,15,Tuesday,46.53515790232686,8,Debit,Entertainment,Australia,1,0
1115,2965.11,Online,107,Suburban,Tablet,12,Saturday,36.957153292923614,7,Prepaid,Electronics,Germany,0,0
1116,2900.85,BankTransfer,68,Suburban,Tablet,16,Friday,35.65752079239559,5,Credit,Clothing,USA,0,0
1117,458.34,Online,28,Suburban,Desktop,8,Friday,54.749949910649384,1,Credit,Groceries,Canada,0,0
1118,4387.43,POS,71,Suburban,Mobile,11,Monday,27.184429057328515,8,Debit,Electronics,Canada,1,0
1119,1328.73,Online,10,Rural,Mobile,12,Thursday,13.593420143833796,5,Credit,Others,Canada,0,1
1120,648.45,POS,115,Urban,Tablet,8,Monday,9.791136242915451,3,Credit,Electronics,UK,0,0
1121,4443.85,ATM,57,Urban,Tablet,4,Tuesday,24.059676348889038,2,Credit,Others,UK,1,0
1122,4778.3,ATM,100,Suburban,Desktop,6,Monday,42.793890036102376,3,Debit,Groceries,Canada,0,0
1123,4310.78,BankTransfer,66,Suburban,Desktop,0,Saturday,2.648354747301064,9,Credit,Entertainment,Germany,0,0
1124,4047.77,POS,90,Urban,Desktop,3,Wednesday,7.830297851913426,2,Credit,Entertainment,USA,0,0
1125,3276.55,ATM,117,Suburban,Mobile,3,Saturday,6.456196260208001,1,Prepaid,Entertainment,UK,0,0
1126,2754.74,BankTransfer,50,Urban,Mobile,15,Monday,35.15648416778238,2,Prepaid,Clothing,Australia,1,0
1127,435.85,BankTransfer,14,Rural,Tablet,4,Thursday,14.64759256682285,2,Debit,Others,Australia,0,0
1128,2042.86,Online,16,Rural,Tablet,21,Saturday,10.05893975525365,5,Credit,Electronics,UK,1,0
1129,1864.07,BankTransfer,54,Rural,Tablet,3,Saturday,35.60696611260704,1,Credit,Clothing,Canada,0,0
1130,1299.51,ATM,43,Rural,Desktop,5,Saturday,45.702463935597514,8,Prepaid,Clothing,Germany,1,0
1131,3617.38,Online,42,Rural,Mobile,22,Thursday,19.996079495514596,2,Debit,Electronics,USA,1,0
1132,2479.88,POS,81,Rural,Tablet,2,Saturday,34.73445588002811,6,Debit,Groceries,Australia,0,0
1133,406.15,POS,110,Urban,Tablet,7,Tuesday,5.977652350647665,5,Credit,Entertainment,UK,0,0
1134,1101.7,ATM,22,Suburban,Tablet,16,Friday,56.117942724408444,2,Prepaid,Groceries,Germany,0,0
1135,3416.61,ATM,68,Urban,Tablet,17,Thursday,20.280081500354893,1,Prepaid,Groceries,Canada,1,0
1136,381.58,Online,19,Rural,Tablet,17,Tuesday,59.850591021092725,6,Prepaid,Entertainment,USA,1,0
1137,4256.18,Online,66,Suburban,Tablet,11,Thursday,58.717406575401945,6,Credit,Groceries,USA,0,0
1138,2476.24,ATM,39,Suburban,Mobile,0,Thursday,46.75152461521511,3,Credit,Clothing,Australia,1,0
1139,2403.45,ATM,73,Rural,Tablet,22,Friday,1.3020190148773065,8,Credit,Electronics,Australia,0,0
1140,2962.45,POS,19,Rural,Mobile,11,Wednesday,32.654147731023365,9,Prepaid,Clothing,UK,0,0
1141,4123.58,POS,16,Rural,Desktop,10,Tuesday,5.301501584356688,3,Debit,Clothing,USA,0,0
1142,1739.7,POS,54,Rural,Mobile,12,Thursday,53.71876775509482,9,Credit,Others,Canada,0,0
1143,3390.4,ATM,25,Rural,Desktop,2,Sunday,47.39921153357943,8,Credit,Entertainment,Canada,1,0
1144,2829.09,BankTransfer,112,Rural,Mobile,7,Thursday,58.34318855808141,5,Debit,Entertainment,UK,0,0
1145,1335.87,ATM,18,Suburban,Mobile,2,Monday,36.54213889367274,6,Debit,Clothing,USA,1,0
1146,4393.27,ATM,23,Rural,Tablet,16,Saturday,31.378150988611846,1,Prepaid,Entertainment,Australia,0,0
1147,3987.33,POS,117,Rural,Mobile,12,Wednesday,31.18653397106882,5,Credit,Others,Canada,0,0
1148,3292.6,ATM,85,Suburban,Mobile,9,Friday,23.24825762981526,7,Prepaid,Electronics,Germany,1,0
1149,4253.06,Online,11,Urban,Tablet,16,Sunday,28.174535027025545,1,Credit,Groceries,UK,1,0
1150,4336.6,ATM,39,Rural,Desktop,2,Tuesday,38.161213729807486,9,Prepaid,Entertainment,Canada,0,0
1151,3542.11,ATM,105,Suburban,Tablet,12,Thursday,55.983561692621,7,Prepaid,Clothing,Germany,0,0
1152,4185.23,ATM,68,Suburban,Tablet,21,Saturday,35.79347186153626,4,Debit,Entertainment,Germany,1,0
1153,3487.66,ATM,25,Urban,Tablet,5,Tuesday,51.44124494481029,4,Credit,Clothing,Canada,1,0
1154,3401.02,BankTransfer,63,Rural,Desktop,13,Friday,51.78051668701979,7,Debit,Groceries,UK,1,0
1155,3093.44,ATM,96,Rural,Mobile,9,Wednesday,31.178077283310728,6,Debit,Entertainment,Germany,0,0
1156,3763.83,Online,30,Rural,Mobile,19,Monday,20.913431525707534,3,Debit,Groceries,Germany,0,0
1157,793.87,Online,45,Suburban,Tablet,15,Wednesday,38.410475012591654,9,Credit,Clothing,USA,0,0
1158,4404.47,ATM,90,Rural,Tablet,17,Monday,26.808052780699082,6,Prepaid,Others,USA,0,0
1159,4359.35,POS,61,Rural,Mobile,12,Tuesday,4.97830795258378,2,Prepaid,Others,USA,1,0
1160,147.21,BankTransfer,100,Rural,Mobile,9,Wednesday,22.730765115902777,2,Credit,Electronics,Germany,1,0
1161,4129.26,ATM,51,Rural,Mobile,5,Wednesday,59.64492106915456,1,Credit,Clothing,Germany,1,0
1162,645.22,ATM,98,Urban,Desktop,9,Wednesday,3.0058610145746036,5,Prepaid,Clothing,UK,1,0
1163,1676.26,ATM,9,Urban,Desktop,4,Friday,41.83034802286551,6,Prepaid,Clothing,Australia,1,0
1164,3717.8,POS,76,Urban,Tablet,5,Tuesday,50.487203433767704,3,Debit,Others,USA,1,0
1165,804.64,POS,2,Rural,Desktop,6,Sunday,38.958681618175184,4,Prepaid,Others,Australia,0,0
1166,4090.02,POS,102,Rural,Tablet,10,Monday,34.22791904668107,5,Debit,Others,USA,0,0
1167,4160.84,BankTransfer,5,Suburban,Mobile,15,Wednesday,42.48250957702758,4,Prepaid,Entertainment,USA,1,0
1168,2537.83,Online,62,Suburban,Mobile,11,Tuesday,25.817629964249374,9,Prepaid,Entertainment,UK,1,0
1169,32.92,BankTransfer,69,Suburban,Tablet,11,Sunday,5.572568064801717,3,Prepaid,Others,UK,0,0
1170,1435.9,POS,52,Rural,Mobile,22,Saturday,57.74606808277257,5,Debit,Groceries,Canada,1,0
1171,3085.02,Online,86,Urban,Tablet,19,Friday,25.994816122053347,7,Debit,Entertainment,USA,0,0
1172,4905.95,Online,5,Urban,Tablet,4,Friday,39.956815306364255,7,Prepaid,Entertainment,USA,0,0
1173,3159.44,POS,59,Urban,Tablet,15,Saturday,31.925495169668785,6,Debit,Entertainment,USA,1,0
1174,1299.76,POS,68,Rural,Desktop,5,Tuesday,3.374917011455518,9,Debit,Entertainment,UK,1,0
1175,3170.39,BankTransfer,9,Urban,Tablet,8,Monday,57.16952139945305,7,Debit,Electronics,USA,0,0
1176,2700.39,POS,93,Suburban,Tablet,4,Tuesday,47.57297984424797,4,Debit,Entertainment,Canada,0,0
1177,3899.45,Online,22,Suburban,Tablet,20,Tuesday,9.030963878716754,9,Credit,Groceries,Germany,1,0
1178,535.8,ATM,27,Urban,Desktop,22,Thursday,58.900767689667184,6,Debit,Electronics,Canada,0,0
1179,3805.38,POS,10,Suburban,Mobile,15,Sunday,44.240392193085306,1,Prepaid,Entertainment,Germany,1,0
1180,2706.79,POS,80,Urban,Desktop,17,Friday,28.392066860655703,9,Debit,Clothing,UK,0,0
1181,4815.0,BankTransfer,106,Urban,Tablet,18,Monday,36.721066387918434,7,Prepaid,Electronics,Australia,1,1
1182,1710.02,BankTransfer,106,Suburban,Desktop,11,Thursday,6.493527252674391,6,Debit,Entertainment,UK,0,0
1183,3163.48,POS,61,Suburban,Mobile,1,Saturday,33.668649449935096,6,Prepaid,Groceries,Australia,1,0
1184,4660.21,Online,51,Suburban,Mobile,9,Tuesday,4.5122982138218575,4,Credit,Others,Germany,1,0
1185,513.45,Online,10,Suburban,Tablet,11,Saturday,32.736829901446185,4,Prepaid,Entertainment,Australia,1,0
1186,4686.21,ATM,6,Urban,Mobile,13,Friday,33.20647175689085,3,Debit,Clothing,Germany,1,0
1187,3439.74,POS,62,Suburban,Desktop,17,Thursday,52.47888323112856,8,Debit,Groceries,Australia,1,0
1188,340.12,BankTransfer,113,Suburban,Desktop,18,Sunday,43.530944266310414,8,Prepaid,Electronics,Germany,0,0
1189,1505.52,Online,5,Rural,Mobile,5,Thursday,15.04818829368569,2,Credit,Groceries,Australia,0,0
1190,3541.15,ATM,70,Suburban,Tablet,4,Monday,53.31672591705263,5,Debit,Entertainment,Germany,1,0
1191,337.69,POS,63,Suburban,Tablet,15,Sunday,34.43723562439555,9,Debit,Clothing,Canada,0,0
1192,2911.27,Online,56,Urban,Desktop,13,Tuesday,36.42213076658462,9,Prepaid,Groceries,USA,0,0
1193,1730.07,POS,59,Urban,Mobile,12,Monday,10.22198401640848,7,Prepaid,Groceries,Canada,1,0
1194,3104.96,POS,63,Rural,Desktop,20,Thursday,51.48063839854993,4,Credit,Others,UK,0,1
1195,229.66,Online,111,Suburban,Desktop,1,Sunday,55.864810389490984,4,Prepaid,Others,Australia,0,0
1196,4357.81,Online,89,Suburban,Desktop,1,Thursday,46.521939904745,7,Debit,Entertainment,Germany,0,0
1197,4867.47,Online,59,Suburban,Tablet,11,Monday,56.45107191343587,3,Prepaid,Electronics,Canada,1,0
1198,4844.42,POS,51,Suburban,Mobile,0,Thursday,18.207764256928517,3,Credit,Electronics,Canada,0,0
1199,3748.51,POS,50,Suburban,Mobile,18,Sunday,51.68103818492999,5,Credit,Clothing,Germany,0,0
1200,651.3,ATM,4,Suburban,Tablet,15,Wednesday,29.384699257538177,6,Debit,Entertainment,Australia,1,0
1201,3791.56,BankTransfer,104,Rural,Desktop,6,Friday,9.918640456320736,8,Prepaid,Electronics,UK,0,0
1202,123.91,POS,48,Suburban,Desktop,20,Tuesday,40.16115588210073,1,Debit,Groceries,UK,1,0
1203,111.6,BankTransfer,32,Suburban,Tablet,6,Friday,41.07880421528215,7,Credit,Entertainment,UK,0,1
1204,1618.73,Online,51,Suburban,Mobile,15,Tuesday,17.28677837402574,8,Credit,Groceries,Germany,1,0
1205,2443.73,POS,52,Rural,Tablet,5,Sunday,1.7468505644914467,5,Prepaid,Clothing,Canada,1,0
1206,3852.27,ATM,99,Suburban,Mobile,17,Thursday,12.070850819225242,2,Prepaid,Entertainment,UK,1,0
1207,3416.79,ATM,74,Rural,Mobile,0,Sunday,24.046675105665816,4,Debit,Clothing,Canada,0,0
1208,2230.07,BankTransfer,34,Urban,Mobile,0,Monday,10.137018372486125,6,Credit,Others,UK,1,0
1209,1368.86,Online,36,Suburban,Desktop,13,Monday,11.722393899552289,9,Debit,Clothing,UK,0,0
1210,4985.63,BankTransfer,70,Rural,Desktop,5,Thursday,23.544300796497946,2,Debit,Others,Australia,0,0
1211,2131.48,Online,43,Urban,Tablet,5,Tuesday,57.711018197082765,4,Debit,Entertainment,Germany,0,0
1212,2257.48,ATM,110,Rural,Tablet,3,Thursday,45.87818657291814,5,Credit,Groceries,Australia,0,0
1213,818.96,BankTransfer,16,Rural,Desktop,11,Tuesday,19.252929233471193,8,Prepaid,Groceries,Canada,1,0
1214,3974.25,ATM,59,Urban,Tablet,17,Thursday,57.101083728221035,8,Credit,Groceries,Canada,1,0
1215,3468.72,ATM,53,Suburban,Desktop,9,Thursday,38.77424285629809,2,Debit,Clothing,Germany,1,0
1216,1104.63,Online,19,Suburban,Desktop,2,Thursday,27.381433713944396,6,Credit,Entertainment,UK,0,0
1217,412.82,BankTransfer,98,Rural,Mobile,2,Monday,28.15118191741331,6,Debit,Entertainment,Germany,1,0
1218,3402.82,BankTransfer,89,Urban,Mobile,7,Tuesday,24.703593623339973,5,Debit,Others,UK,0,0
1219,3272.9,ATM,95,Suburban,Desktop,21,Saturday,14.056223947501786,8,Prepaid,Entertainment,USA,0,0
1220,1367.02,ATM,113,Rural,Mobile,22,Thursday,23.259268313600973,2,Debit,Groceries,USA,1,0
1221,4754.37,Online,41,Urban,Desktop,0,Friday,31.720993404199216,2,Credit,Entertainment,Germany,1,0
1222,756.14,POS,81,Rural,Mobile,17,Friday,31.72883830874024,7,Prepaid,Others,USA,0,0
1223,2162.24,POS,47,Urban,Tablet,14,Sunday,45.72804044252983,9,Prepaid,Entertainment,USA,0,0
1224,4718.14,ATM,94,Suburban,Tablet,20,Sunday,21.59199164372542,3,Prepaid,Entertainment,Canada,1,0
1225,2099.22,POS,103,Suburban,Desktop,19,Monday,43.03620195530675,7,Prepaid,Groceries,UK,1,0
1226,3192.99,POS,54,Rural,Desktop,16,Wednesday,34.72770114224421,3,Prepaid,Entertainment,USA,1,0
1227,1988.57,POS,55,Suburban,Mobile,10,Saturday,57.71453973115738,6,Credit,Clothing,Australia,0,0
1228,1371.8,POS,95,Suburban,Mobile,12,Monday,23.178567069435562,3,Debit,Others,Canada,0,0
1229,4919.9,ATM,19,Urban,Desktop,19,Wednesday,54.082866209221336,1,Debit,Others,UK,1,0
1230,2047.26,POS,62,Suburban,Tablet,9,Monday,49.25648858316754,6,Debit,Others,Canada,0,0
1231,4470.6,POS,99,Urban,Tablet,12,Sunday,38.29609064690847,3,Debit,Entertainment,Australia,0,0
1232,1150.54,Online,93,Urban,Desktop,16,Friday,39.30541655785282,1,Prepaid,Clothing,UK,1,0
1233,1066.31,ATM,59,Rural,Tablet,20,Thursday,5.170531082924,5,Debit,Others,Germany,1,0
1234,156.64,BankTransfer,65,Urban,Desktop,0,Tuesday,57.018453875046596,8,Debit,Electronics,Germany,0,0
1235,3258.68,BankTransfer,68,Suburban,Mobile,19,Sunday,6.50547020339506,8,Prepaid,Groceries,Canada,0,0
1236,1843.26,Online,28,Urban,Tablet,15,Thursday,33.837675193736075,8,Prepaid,Electronics,Germany,1,0
1237,4321.93,Online,18,Urban,Tablet,15,Friday,19.871240946904354,3,Prepaid,Electronics,UK,1,0
1238,2366.58,ATM,26,Rural,Mobile,20,Tuesday,25.848133499562124,8,Debit,Others,Australia,1,0
1239,4841.0,BankTransfer,104,Suburban,Mobile,2,Wednesday,36.64996234912534,4,Prepaid,Electronics,Australia,1,0
1240,928.44,POS,19,Suburban,Tablet,1,Wednesday,54.540197535151066,8,Prepaid,Electronics,Germany,1,0
1241,4343.25,Online,55,Suburban,Tablet,5,Friday,27.50827070198086,3,Credit,Clothing,USA,0,0
1242,3883.21,BankTransfer,119,Urban,Desktop,10,Tuesday,59.26500036285582,3,Credit,Groceries,USA,1,0
1243,3854.84,ATM,57,Suburban,Desktop,2,Thursday,35.60944271455484,1,Debit,Entertainment,USA,1,0
1244,4224.07,POS,6,Suburban,Tablet,0,Friday,9.71718116426625,8,Prepaid,Others,Germany,0,0
1245,3805.36,ATM,1,Urban,Desktop,10,Wednesday,11.481556760392012,8,Debit,Others,Germany,1,0
1246,3131.48,Online,8,Rural,Mobile,12,Friday,42.99505103179614,9,Credit,Electronics,Germany,0,0
1247,657.09,BankTransfer,97,Rural,Desktop,4,Thursday,3.118827875178567,6,Credit,Entertainment,UK,1,0
1248,163.6,BankTransfer,51,Urban,Desktop,17,Monday,28.872460415711387,2,Prepaid,Entertainment,USA,0,0
1249,4604.32,BankTransfer,107,Rural,Tablet,14,Saturday,8.978324677230644,1,Debit,Entertainment,Canada,0,0
1250,3083.63,BankTransfer,85,Rural,Desktop,17,Saturday,26.049796247152916,8,Credit,Others,UK,1,0
1251,3982.89,POS,88,Rural,Tablet,14,Sunday,45.020053582096,4,Prepaid,Others,UK,1,0
1252,2408.13,POS,25,Suburban,Tablet,19,Saturday,27.582894401661907,7,Debit,Clothing,Germany,0,0
1253,587.42,ATM,47,Rural,Tablet,19,Monday,9.890721427957525,4,Prepaid,Others,Germany,0,0
1254,626.8,POS,55,Suburban,Mobile,19,Thursday,15.19032968436288,1,Prepaid,Others,UK,1,0
1255,3428.14,Online,64,Rural,Desktop,6,Sunday,22.115621360265727,8,Credit,Clothing,Germany,0,0
1256,2152.1,Online,107,Suburban,Desktop,16,Tuesday,4.266714890836241,9,Debit,Others,USA,0,0
1257,1003.42,BankTransfer,83,Urban,Desktop,7,Friday,35.1018244012592,9,Credit,Electronics,UK,0,0
1258,2458.48,Online,93,Urban,Tablet,12,Thursday,36.491274097555205,9,Debit,Electronics,UK,1,0
1259,321.98,ATM,117,Rural,Mobile,15,Monday,3.8229004352407903,4,Debit,Clothing,UK,0,1
1260,2910.28,POS,10,Suburban,Tablet,9,Sunday,24.198448138332306,9,Prepaid,Clothing,Germany,1,0
1261,1345.7,POS,56,Urban,Desktop,13,Wednesday,24.898640904795023,4,Prepaid,Electronics,UK,0,0
1262,3988.0,POS,12,Urban,Tablet,5,Saturday,20.095792156300814,2,Debit,Entertainment,Canada,0,0
1263,1552.5,Online,33,Urban,Tablet,19,Saturday,33.5086104458336,3,Prepaid,Others,Canada,1,0
1264,2276.65,POS,71,Urban,Desktop,21,Thursday,20.822853654600696,2,Credit,Groceries,USA,1,0
1265,59.09,BankTransfer,17,Rural,Tablet,6,Saturday,25.042915840720582,1,Debit,Groceries,UK,1,0
